Number,Species,SpMyco,Light,SoilSt,SoilCon,SoilSp,SoilMyco,SoilSpec,Adult,Bench,Time,Event,AMF,EMF,NSC,Lignin,Phenolics,AMF_Imp,EMF_Imp,NSC_Imp,LIG_Imp,PHN_Imp
694,Prse,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1027,2,21,0,NA,NA,13.15,NA,NA,0.03,NA,13.14891051,10.56432258,0.41556106
695,Prse,AMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1332,2,28,1,NA,NA,NA,NA,NA,69.54,NA,11.3136305,8.585952342,0.900366084
696,Acsa,AMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,2,84,0,72,NA,NA,NA,NA,72,NA,12.54814013,13.98867117,0.23480131
697,Quru,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1595,2,84,0,0,NA,NA,NA,NA,0,8.073483488,17.3987295,22.38360003,3.70046308
698,Qual,EMF,High,Nonsterile,Conspecific,Qual,EMF,Con,1297,2,21,0,NA,NA,21.88,NA,NA,50.72,32.2560391,21.87509449,20.23395188,5.391653099
699,Quru,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,118,2,84,0,40,NA,NA,NA,NA,40,39.62351658,15.70625678,22.78388732,3.410291894
700,Qual,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,277,2,21,0,NA,NA,21.32,NA,NA,43.65,35.32817326,21.31951834,19.54850866,5.521134358
701,Prse,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,3,42,1,NA,NA,NA,NA,NA,66.54,NA,12.58201026,10.07258891,0.777533948
702,Acsa,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1757,3,84,0,NA,NA,NA,NA,NA,0.02,NA,12.68027702,13.45607902,0.203057645
703,Quru,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,3,84,0,NA,NA,NA,NA,NA,45.68,31.38314611,16.15404489,24.30897297,3.857885565
704,Acru,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1468,3,84,0,NA,NA,NA,NA,NA,0.02,NA,11.90954303,9.192756279,0.215545299
705,Prse,AMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,3,21,0,NA,NA,10.21,NA,NA,67.84,NA,10.21272398,7.508732957,0.885013019
706,Acru,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1326,3,21,0,NA,NA,11.69,NA,NA,9.24E-16,NA,11.69219229,8.726546336,0.219608738
707,Prse,AMF,High,Nonsterile,Conspecific,Prse,AMF,Con,1018,3,21,0,NA,NA,13.32,NA,NA,71.54,NA,13.31528857,11.11134385,0.956534892
708,Acru,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,50,3,21,0,NA,NA,12.67,NA,NA,8.53E-16,NA,12.67218164,10.29015263,0.283905645
709,Acru,AMF,High,Nonsterile,Conspecific,Acru,AMF,Con,1326,3,21,0,NA,NA,13.4,NA,NA,42.33923077,NA,13.40318933,11.01639146,0.765216789
710,Quru,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,3,21,0,46,44,NA,23.5,3.63,46,43.9463312,15.88325045,23.45631397,3.625660719
711,Acru,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,3,84,0,41,NA,NA,NA,NA,41,NA,13.04517804,10.88132313,0.607389395
712,Quru,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,3,21,0,46,27,NA,23.7,4.23,46,27.25947387,17.14992644,23.68059972,4.231578437
713,Acsa,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,3,84,0,67,NA,NA,NA,NA,67,NA,12.33130036,13.50900868,0.052146287
2654,Prse,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,8,84,0,53,NA,NA,NA,NA,0,NA,8.210347543,5.671896404,0.259205693
715,Qual,EMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,3,84,0,NA,NA,NA,NA,NA,44.77,27.14243026,23.56770742,19.4652938,5.320588345
716,Quru,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,3,84,0,NA,NA,NA,NA,NA,44.81,40.89389168,13.85974261,23.31035297,3.121856159
717,Acsa,AMF,High,Nonsterile,Conspecific,Acsa,AMF,Con,1323,3,21,0,76,NA,NA,13.3,0.43,76,NA,12.79728529,13.31950493,0.433465833
718,Acsa,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,921,3,21,0,NA,NA,12.71,NA,NA,72.854,NA,12.71225342,13.83489746,0.412213694
719,Acru,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,3,84,0,NA,NA,NA,NA,NA,32.75,NA,11.8999497,8.869071475,0.231518913
2274,Prse,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,7,84,0,54,NA,NA,NA,NA,0,NA,7.895051216,5.496255473,0.292513051
721,Acru,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,3,84,0,49,NA,NA,NA,NA,49,NA,12.41778797,9.938401973,0.242988418
722,Acru,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,3,21,0,47,NA,NA,8.1,0.13,47,NA,10.97107643,8.075015328,0.132971221
723,Qual,EMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,3,42,1,NA,NA,NA,NA,NA,44.36,32.89171774,22.34162237,19.41983498,5.413886199
724,Qual,EMF,High,Nonsterile,Conspecific,Qual,EMF,Con,415,3,84,0,55,NA,NA,NA,NA,55,33.04431039,20.7386756,20.47389929,5.3056772
725,Quru,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,3,84,0,NA,NA,NA,NA,NA,44.13,42.29840245,13.91475536,23.55154817,3.127353541
726,Acru,AMF,High,Nonsterile,Conspecific,Acru,AMF,Con,1384,3,84,0,45,NA,NA,NA,NA,45,NA,11.37632582,8.484022775,0.257151129
2677,Prse,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,8,84,0,54,NA,NA,NA,NA,0,NA,7.719869082,5.392649416,0.295482288
728,Acsa,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1330,3,84,0,0,NA,NA,NA,NA,0,NA,11.99268709,12.16218718,0.040301456
729,Acru,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,3,21,0,24,NA,NA,9.3,0.47,24,NA,12.2157105,9.258438563,0.468552809
1823,Prse,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,415,6,84,0,55,NA,NA,NA,NA,2,NA,12.07879658,10.16012968,0.29653639
2222,Prse,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1454,7,84,0,55,NA,NA,NA,NA,0,NA,9.725158319,7.227008404,0.328192299
732,Quru,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,3,84,0,47,NA,NA,NA,NA,47,32.47040316,16.61447698,23.05948326,3.846155607
733,Quru,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,921,3,84,0,0,NA,NA,NA,NA,0,7.679720425,17.29347992,22.44145166,3.676801571
734,Qual,EMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,921,3,21,0,NA,NA,17.99,NA,NA,46.35,32.23430737,17.99132052,22.47027221,4.514571899
735,Acsa,AMF,High,Nonsterile,Conspecific,Acsa,AMF,Con,561,3,84,0,79,NA,NA,NA,NA,79,NA,12.67068987,13.77763418,0.345803389
736,Acsa,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,3,21,0,81,NA,NA,12.8,0.45,81,NA,12.67377902,12.83051889,0.449271744
737,Quru,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,3,84,0,49,NA,NA,NA,NA,49,31.10573638,14.73658739,24.75565529,3.258239616
2479,Prse,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,277,8,84,0,55,NA,NA,NA,NA,0,NA,8.310337648,5.649430408,0.25565052
739,Acsa,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,415,3,84,0,67,NA,NA,NA,NA,67,NA,12.30226466,13.61328813,-0.01864695
740,Acsa,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,275,3,84,0,0,NA,NA,NA,NA,0,NA,11.99320986,12.08422341,0.040004206
2796,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1468,8,84,0,56,NA,NA,NA,NA,56,NA,8.127467527,5.666320224,0.407554578
742,Qual,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1478,3,84,0,0,NA,NA,NA,NA,0,11.70708414,21.98256018,18.79489756,4.381439238
743,Qual,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,3,84,0,38,NA,NA,NA,NA,38,32.43093628,22.16701451,19.15558349,5.423841307
744,Acsa,AMF,High,Nonsterile,Conspecific,Acsa,AMF,Con,561,3,21,0,NA,NA,12.59,NA,NA,70.83666667,NA,12.59479468,13.68978425,0.298839236
745,Qual,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1478,3,21,0,NA,NA,24.03,NA,NA,0.42,12.51303707,24.03305263,18.73143349,4.402677891
746,Acru,AMF,High,Nonsterile,Conspecific,Acru,AMF,Con,1468,3,84,0,NA,NA,NA,NA,NA,41.95923077,NA,12.70359521,10.39413723,0.380631901
747,Acsa,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,3,21,0,64,NA,NA,13.6,-0.04,64,NA,12.30433853,13.61895271,-0.035967402
748,Quru,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1595,3,21,0,NA,NA,17.73,NA,NA,4.97E-16,7.493449246,17.72705465,21.73685214,3.703371818
749,Quru,EMF,High,Nonsterile,Conspecific,Quru,EMF,Con,1688,3,84,0,NA,NA,NA,NA,NA,48.75,32.89724968,17.05103868,23.92456945,4.023116899
750,Acsa,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,3,21,0,NA,NA,12.34,NA,NA,67.84666667,NA,12.33701736,13.53711729,-0.11778227
751,Quru,EMF,High,Nonsterile,Conspecific,Quru,EMF,Con,1595,3,84,0,48,NA,NA,NA,NA,48,32.9491483,16.9795656,23.8535968,4.022797366
752,Acru,AMF,High,Nonsterile,Conspecific,Acru,AMF,Con,1386,3,35,1,NA,NA,NA,NA,NA,43.33,NA,11.85366271,9.163160756,0.21730936
753,Qual,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,3,84,0,NA,NA,NA,NA,NA,44.66,35.98600698,21.46334516,19.70745034,5.567001063
754,Prse,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,3,21,0,70,NA,NA,6.8,1.04,70,NA,10.60572997,6.838021211,1.038161142
755,Qual,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1715,3,84,0,NA,NA,NA,NA,NA,1.93,12.27941692,22.68715776,18.8057586,4.388363741
756,Acsa,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1027,3,21,0,65,NA,NA,14.2,-0.06,65,NA,12.26550187,14.15377649,-0.059063323
338,Prse,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,1,84,0,57,NA,NA,NA,NA,57,NA,12.25635453,8.920693323,0.946126758
758,Acsa,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1205,3,84,0,NA,NA,NA,NA,NA,68.31666667,NA,12.23997818,13.52281413,-0.375901537
759,Quru,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1688,3,84,0,NA,NA,NA,NA,NA,7.11E-16,7.56532571,17.22948519,22.38007816,3.671933652
760,Acsa,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,3,84,0,NA,NA,NA,NA,NA,66.475,NA,12.41867861,13.95427637,0.112740153
761,Prse,AMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1332,3,21,0,62,NA,NA,8.3,0.99,62,NA,11.83874924,8.305267895,0.99073304
762,Acru,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,277,3,32,1,NA,NA,NA,NA,NA,32.09,NA,12.14219,9.061446673,0.238741011
763,Prse,AMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,3,21,0,NA,NA,11.43,NA,NA,70.94666667,NA,11.43128466,8.538648218,0.916815338
764,Acru,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,3,84,0,NA,NA,NA,NA,NA,32.09,NA,12.14219,9.061446673,0.238741011
765,Quru,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,3,84,0,NA,NA,NA,NA,NA,43.47,35.87567743,16.00469862,24.41164155,3.824865958
766,Acru,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,3,84,0,NA,NA,NA,NA,NA,31.82,NA,12.16780008,9.188542843,0.187539758
767,Acru,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1386,3,84,0,0,NA,NA,NA,NA,0,NA,12.18050649,9.717297969,0.170341686
768,Qual,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,3,84,0,44,NA,NA,NA,NA,44,25.41750426,23.39548259,19.28831808,5.421028778
484,Prse,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,921,2,84,0,57,NA,NA,NA,NA,57,NA,13.5934014,10.76602181,1.02889455
770,Quru,EMF,High,Nonsterile,Conspecific,Quru,EMF,Con,1454,3,84,0,54,NA,NA,NA,NA,54,30.78747304,18.03041234,23.22185913,4.572185956
771,Qual,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,3,84,0,44,NA,NA,NA,NA,44,30.26515779,22.72155851,19.43648133,5.607620744
1932,Prse,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,6,84,0,57,NA,NA,NA,NA,0,NA,12.06265381,9.794588158,0.244852251
773,Acru,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,3,21,0,NA,NA,13.95,NA,NA,35.52,NA,13.94761226,11.92124004,1.055664597
774,Quru,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,3,84,0,37,NA,NA,NA,NA,37,32.84686743,15.6658357,23.77485456,3.567714387
775,Acsa,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,3,21,0,NA,NA,12.55,NA,NA,71.07333333,NA,12.54536961,13.83514273,0.134883376
776,Acsa,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,961,3,21,0,0,NA,NA,13.8,0.07,0,NA,12.44522549,13.84860316,0.069387797
3059,Prse,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,9,84,0,58,NA,NA,NA,NA,0,NA,7.797339704,5.487590063,0.26296095
778,Quru,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,984,3,21,0,0,11,NA,22.2,3.75,0,10.52274223,17.64989911,22.19180032,3.754462173
779,Acsa,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,3,21,0,62,NA,NA,14.3,0.04,62,NA,12.34829945,14.26021972,0.0377042
780,Quru,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,921,3,21,0,NA,NA,17.49,NA,NA,6.39E-16,8.645016633,17.48926356,22.24527354,3.728371258
2625,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,8,84,0,58,NA,NA,NA,NA,58,NA,8.36671173,5.560385133,0.464515972
782,Acsa,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,3,21,0,NA,NA,12.2,NA,NA,66.47,NA,12.20320902,13.75931643,-0.166659882
2684,Prse,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,921,8,84,0,60,NA,NA,NA,NA,0,NA,7.798619678,5.398891119,0.329993614
784,Prse,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,3,21,0,NA,NA,13.2,NA,NA,59.92,NA,13.19893736,11.35397011,1.017398143
785,Acru,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1715,3,84,0,NA,NA,NA,NA,NA,27.8,NA,12.29321766,9.94817961,0.147778747
786,Prse,AMF,High,Nonsterile,Conspecific,Prse,AMF,Con,B,3,21,0,NA,NA,13.97,NA,NA,63.12333333,NA,13.96792202,11.69449761,1.214027535
787,Quru,EMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,415,3,84,0,46,NA,NA,NA,NA,46,34.97779432,17.2258232,23.19235444,3.993480366
139,Prse,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1454,1,84,0,62,NA,NA,NA,NA,62,NA,12.98326533,10.67202197,0.901648521
789,Quru,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,3,21,0,50,16,NA,26.7,3.83,50,15.80265398,16.1994965,26.66856583,3.834815927
443,Prse,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,118,2,84,0,62,NA,NA,NA,NA,62,NA,11.60068405,8.662607186,0.878880918
791,Quru,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,3,84,0,49,NA,NA,NA,NA,49,42.87355384,14.45046118,22.89305604,3.143603954
792,Qual,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,3,21,0,NA,NA,23.22,NA,NA,42.90673077,26.79232527,23.22457002,18.91556906,5.240227439
793,Acsa,AMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1384,3,56,1,NA,NA,NA,NA,NA,76.225,NA,12.63644329,13.89405948,0.277476741
794,Acru,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,3,84,0,NA,NA,NA,NA,NA,28.21,NA,12.26028743,9.871263279,0.152726921
795,Acsa,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1330,3,21,0,NA,NA,10.16,NA,NA,1.19,NA,10.16366508,10.6106591,-0.118450863
796,Acru,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1332,3,84,0,NA,NA,NA,NA,NA,0.02,NA,11.9455088,9.392068918,0.204288205
797,Prse,AMF,High,Nonsterile,Conspecific,Prse,AMF,Con,689,3,21,0,NA,NA,13.04,NA,NA,71.79333333,NA,13.04026552,10.9101871,0.848110262
798,Quru,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,3,21,0,39,52,NA,23.6,3.97,39,52.49226891,16.45008515,23.58202563,3.96531823
799,Prse,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,3,21,0,69,NA,NA,11.7,1.03,69,NA,13.51326219,11.68048387,1.026005967
800,Acsa,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,3,84,0,67,NA,NA,NA,NA,67,NA,12.36564286,13.77308218,0.079599965
801,Quru,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,961,3,84,0,NA,NA,NA,NA,NA,43.34,35.77598593,15.8344193,24.70345254,3.715426449
802,Prse,AMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,3,21,0,NA,NA,13.2,NA,NA,66.00833333,NA,13.19523552,10.98159296,0.962346485
803,Qual,EMF,High,Nonsterile,Conspecific,Qual,EMF,Con,1297,3,84,0,NA,NA,NA,NA,NA,48.27533333,36.37172205,21.4003391,20.21963471,5.358843564
804,Qual,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1323,3,21,0,26,56,NA,17,5.71,26,55.77583564,21.53656391,17.02083662,5.710488764
805,Quru,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,3,21,0,NA,NA,19.68,NA,NA,43.49,34.82377432,19.6796494,21.28962884,4.560311022
806,Quru,EMF,High,Nonsterile,Conspecific,Quru,EMF,Con,970,3,21,0,NA,NA,17.85,NA,NA,48.7,33.56276134,17.85056312,23.18226746,4.060575745
807,Quru,EMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,3,21,0,43,53,NA,17.8,2.96,43,52.5472997,15.55415732,17.83723374,2.95845121
808,Qual,EMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1454,3,84,0,37,NA,NA,NA,NA,37,38.39709916,21.46800758,18.97834537,5.10627729
809,Qual,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,3,21,0,NA,NA,24.98,NA,NA,43.36,27.34224375,24.97944562,19.21317272,5.48099862
810,Quru,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,689,3,21,0,NA,NA,16.66,NA,NA,42.91,38.64808125,16.66375923,23.62714416,3.814545467
811,Acsa,AMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1468,3,84,0,NA,NA,NA,NA,NA,72.79,NA,12.60218733,13.97476562,0.211296659
812,Acsa,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,3,84,0,64,NA,NA,NA,NA,64,NA,12.34223902,13.89761098,0.058489337
813,Quru,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,3,84,0,44,NA,NA,NA,NA,44,35.08267255,16.3638573,23.85060016,3.828001369
814,Qual,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1205,3,21,0,NA,NA,21.41,NA,NA,4.97E-16,11.15146194,21.40516764,18.85941022,4.328215259
815,Quru,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,3,84,0,43,NA,NA,NA,NA,43,40.64671295,15.61674711,23.95844268,3.541554192
816,Quru,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1323,3,21,0,53,28,NA,27,3.46,53,27.76855665,15.4653152,26.97534014,3.461418552
817,Acru,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,3,21,0,31,NA,NA,9,0.3,31,NA,12.08513494,9.004598216,0.302967031
818,Acsa,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,3,84,0,NA,NA,NA,NA,NA,66.22,NA,12.41993585,13.95867391,0.108679804
819,Acsa,AMF,High,Nonsterile,Conspecific,Acsa,AMF,Con,961,3,84,0,NA,NA,NA,NA,NA,74.57,NA,12.72491534,13.95653111,0.353533812
820,Qual,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1205,3,84,0,NA,NA,NA,NA,NA,1.56,12.35040657,22.17072546,18.82894122,4.342827325
821,Quru,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,970,3,21,0,NA,NA,15.59,NA,NA,8.53E-16,4.548040181,15.59156694,24.24721359,3.491838195
822,Acsa,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,3,84,0,62,NA,NA,NA,NA,62,NA,12.14688832,13.81600444,-0.037158103
823,Acru,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,3,84,0,NA,NA,NA,NA,NA,36.37,NA,12.53323884,10.32099199,0.223632359
824,Qual,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,3,84,0,NA,NA,NA,NA,NA,39.44,36.58465341,21.88560443,19.03228696,5.328529654
825,Qual,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,3,84,0,NA,NA,NA,NA,NA,43.89,27.13238149,23.47976456,19.30669966,5.499498958
826,Quru,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,3,84,0,NA,NA,NA,NA,NA,47.52,31.43782954,17.47704226,22.71736282,3.951032395
827,Acru,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,3,84,0,NA,NA,NA,NA,NA,29.755,NA,12.08516086,9.326734599,0.163020361
828,Acru,AMF,High,Nonsterile,Conspecific,Acru,AMF,Con,1332,3,21,0,48,NA,NA,9.5,0.37,48,NA,12.10743424,9.515114961,0.369036673
829,Acru,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,3,21,0,31,NA,NA,8.7,0.31,31,NA,11.79045011,8.71120839,0.31488728
830,Qual,EMF,High,Nonsterile,Conspecific,Qual,EMF,Con,1478,3,84,0,58,NA,NA,NA,NA,58,34.4711913,20.65255635,20.42366085,5.346959335
831,Prse,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,3,21,0,69,NA,NA,7.4,0.98,69,NA,10.96081367,7.424576745,0.982659941
573,Prse,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,2,84,0,62,NA,NA,NA,NA,62,NA,13.01734582,10.64406356,0.915426795
833,Prse,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,3,21,0,NA,NA,10.31,NA,NA,66.04,NA,10.3060247,7.38176867,0.767502278
834,Qual,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,3,21,0,NA,NA,18.03,NA,NA,40.44,34.163505,18.03489966,21.59416238,4.304519394
2744,Prse,AMF,Low,Nonsterile,Conspecific,Prse,AMF,Con,1018,8,84,0,62,NA,NA,NA,NA,62,NA,7.43180338,5.231673573,0.3653969
836,Prse,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,3,35,1,NA,NA,NA,NA,NA,66.61,NA,11.69364535,8.937846051,0.824173947
837,Quru,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,3,21,0,NA,NA,13.98,NA,NA,44.35,34.38831986,13.98215142,24.00867838,3.096327761
838,Quru,EMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,3,84,0,55,NA,NA,NA,NA,55,26.03111519,16.31903541,24.94476804,3.832247248
839,Acru,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,3,21,0,NA,NA,13.81,NA,NA,39.91,NA,13.81436592,11.87564569,1.023865141
840,Acsa,AMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,3,84,0,83,NA,NA,NA,NA,83,NA,12.57228947,14.04960199,0.19536253
841,Acru,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,3,84,0,NA,NA,NA,NA,NA,35.98,NA,12.3721365,9.960677589,0.202060265
842,Qual,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1715,3,84,0,NA,NA,NA,NA,NA,1.56,11.77538922,22.31394479,18.78790563,4.335318228
843,Quru,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,3,21,0,NA,NA,19.04,NA,NA,41.835,39.0669897,19.04499285,22.00532149,4.622439753
844,Acsa,AMF,High,Nonsterile,Conspecific,Acsa,AMF,Con,1330,3,84,0,NA,NA,NA,NA,NA,73.34,NA,12.75462132,14.00352354,0.359564444
123,Prse,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,1,84,0,63,NA,NA,NA,NA,63,NA,12.72537805,10.28811416,0.812296843
846,Quru,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,3,84,0,42,NA,NA,NA,NA,42,32.23907315,15.12576394,24.24585827,3.429458055
3012,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,9,84,0,63,NA,NA,NA,NA,63,NA,8.459193717,5.533758908,0.49095758
848,Quru,EMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1715,3,84,0,56,NA,NA,NA,NA,56,29.04094127,16.17894116,25.15689233,3.699637817
849,Prse,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1323,3,21,0,71,NA,NA,8.3,1.25,71,NA,12.08030695,8.294973206,1.246796818
